jobId,title,companyId,category,deadline,experience,education,requirements,preferences,salary,jobType,jobLocation,details,jobWebsite,hits,titleImageUrl,detailsImageUrl,bookmarks,createdAt,modifiedAt
73,경인권역재활병원 정규직 보험심사 간호사 채용 공고,22,보험심사,2023-03-06 00:00:00,경력,"초대졸 이상 (2, 3년제)","• 간호사 면허증 소지자
• 병원급 이상 보험심사 경력 1년 이상 보유자",하단 이미지 참고,,정규직,인천 연수구 원인재로 263,"[문의처]
• 경인권역재활병원 총무팀
: 032-899-4321 (인사 담당)",https://www.redcross.or.kr/redcross_whatsnew/redcross_whatsnew_notice_recruit.do,32.0,,https://talliapp.com/image?num_images=140,0.0,2023-02-26 00:31:29,2023-02-26 00:36:28
74,[한도산업보건센터(주)] 보건관리대행 간호사 모집(상근/재택),70,보건관리자,2023-03-06 00:00:00,경력 무관,"초대졸 이상 (2, 3년제)",• 간호사 면허소지자,"• 산업보건 경력자
• 운전가능자(자차소지자)",경력에 따라 산정,정규직,"경기 시흥시 군자로 487번길 3, 301호","[문의사항]
• 담당자 연락처	김은경 : 010-7645-1107 (silverk714@hanmail.net)",http://www.kaohn.or.kr/bbs/board.php?tbl=bbs81_1&mode=VIEW&num=895&category=&findType=&findWord=&sort1=&sort2=&it_id=&shop_flag=&mobile_flag=&view_flag=&seminar=&page=1,27.0,,https://talliapp.com/image?num_images=142,0.0,2023-02-26 00:48:41,2023-02-26 00:49:44
75,2023년도 국가보안기술연구소 1차 계약직(보건관리) 채용 공고,71,보건관리자,2023-03-10 00:00:00,경력,대졸 이상 (4년제),"• 자격요건 : 산업안전보건법 시행령 제 21조에 따른 자격(산업보건지도사, 의사, 간호사, 산업위생관리산업기사 이상, 대기환경산업기사 이상, 인간공학기사이상 등) 중 1개 이상 자격을 취득한 자
• 세부전공 : 간호학, 산업보건, 산업위생 전공
• 실무경력 : 직무관련 유경험자","• 국가보훈대상자 각 전형별 만점의 가점 : 5% ~ 10%
   - 국가유공자 등 예우 및 지원의 관한 법률 등 관련 법령에 의거 부가점 부여
   - 가점 대상자의 경우 전형별 만점의 40% 이상 득점자에 한하여 적용
   - 가점을 받아 합격하는 자는 채용전형별 선발예정인원의 30%(가점에 따른 선발 인원을 산정하는 경우 소수점 이하는 버림)를 초과할 수 없음(단, 채용전형별 응시자의 수가 채용전형별 선발예정인원과 같거나 그보다 적은 경우에는 그러하지 아니함)
• 장애인 각 전형별 만점의 가점 : 10% 
• 전체 부가점은 전형별 만점의 최대 까지 적용함 15%
• 부가점을 포함한 점수가 전형별 만점을 초과할 경우 만점으로 산정함",,계약직,대전 유성구 유성대로 1559,,https://nsr.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=133508,23.0,,https://talliapp.com/image?num_images=144,0.0,2023-02-26 01:17:17,2023-02-26 01:22:04
76,현대해상 장기심사/조사 의료전담 채용,72,보험심사,2023-03-06 00:00:00,경력,"초대졸 이상 (2, 3년제)","• 정규대학 간호학과 졸업자
• 대학병원 또는 종합병원 2년 이상 근무 경력자","• 장기보험 인수심사 업무경력자
• 관련 자격증 소지자(신체손해사정사, AIU, KLU, 보험조사분석사 등)",전 직장 경력 등을 감안하여 개별 협의,정규직,"서울 종로구 세종대로 163,
현대해상빌딩",,https://hi.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=133170,22.0,,https://talliapp.com/image?num_images=146,0.0,2023-03-02 01:03:38,
77,대방건설(주) 부산에코2차(28BL) 보건관리자 및 경리 채용,73,보건관리자,2023-03-31 00:00:00,경력 무관,대졸 이상 (4년제),"• 학력 : 대졸 이상 (4년)
• 경력 : 무관 (신입도 지원 가능)","• 산업위생관리기사, 대기환경기사",,계약직,부산 강서구 강동동 4677-2,"• 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.
• 모집분야별로 마감일이 상이할 수 있으니 유의하시길 바랍니다.",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=44923765&recommend_ids=eJxNz8ERAzEIA8Bq8kcYCXinkOu%2FizjJ3OHnjrEEQROseRXwyndEpRfsKu8fuyVwWBaMe5gbSj2ELSg3%2B%2F%2Bai9T9l%2FCyGpqnEk%2FvLuqMYbSwJnlJxemtJTvWMOVE0cBcPVEJtA%2BZrGM4Ghgi4Adtr9nfi%2FABZfdAIQ%3D%3D&view_type=list&gz=1&t_ref_content=ing_recruit&t_ref=company_info_view#seq=0,18.0,,,0.0,2023-03-02 01:15:23,
78,(주)심텍 안전보건대응팀 안전/보건관리자 정규직 채용,74,보건관리자,2023-03-12 00:00:00,경력,대졸 이상 (4년제),"• 학력 : 대졸(4년제) 이상 및 산업보건/소방관리관련 학과 졸업자 (필수)
• 경력 : 관련 경력 3년 이상
• 자격 : 산업위생기사(필수)","• 소방설비기사(전기/기계) 소지자 우대
• 제조업 안전/보건관리자 관련 경력 우대",,정규직,충북 청주시 흥덕구 송정동 산단로73 (주)심텍,,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45104795&recommend_ids=eJxNj7kRAzEMA6txTpDgF7uQ678L8z7J4c4CEEUHEWpHAZ%2F8cpDR2GiWrkfpjaJ9h%2BWxyuDYvtFblCsMTdq2gnLqWhZhnVNvN4Z9bJzIzMiUF126C3zfZXuY2wp35nXkg5XowOrOGQb7w0rF7kaL7LDkaF8flMleU%2FgBN7xAHA%3D%3D&view_type=list&gz=1&t_ref_content=ing_recruit&t_ref=company_info_view#seq=0,7.0,,https://talliapp.com/image?num_images=149,0.0,2023-03-02 01:24:53,
79,2023 경력사원 보건관리자(계약직) 모집,75,보건관리자,2023-03-13 00:00:00,경력,대졸 이상 (4년제),"• 관련 경력 2년 이상
• 간호사 면허증 소지자
• 남자의 경우 병역필 또는 면제자
• 해외출장에 결격사유가 없는 자",• 기업체 산업간호사 수행경험 우대,,계약직,전북 익산,,https://oci.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=134109,7.0,,https://talliapp.com/image?num_images=151,0.0,2023-03-02 01:34:27,
80,[H&M] 보건안전관리자 모집,76,보건관리자,2023-04-07 00:00:00,경력,"초대졸 이상 (2, 3년제)","• 산업보건지도사 자격
• 산업위생관리산업기사 또는 대기환경산업기사 이상의 자격
• 국가기술자격법에 따른 인간공학기사 이상의 자격 취득
• 전문대학 이상의 학교에서 산업보건 또는 산업위생분야의 학위를 취득한 사람",,,정규직,"서울 강남구 영동대로 421, 9층","[문의사항]
• 담당자 : 임희선
• 연락처 : 02-726-3600",https://career.hm.com/kr-ko/job/101d3679-17f0-44e5-b471-ab2ba250b856/,38.0,,,0.0,2023-03-02 01:46:10,
81,(주)푸드어셈블 안전/보건 관리자 모집,77,보건관리자,2023-03-16 00:00:00,경력 무관,"초대졸 이상 (2, 3년제)","• 학력 : 대졸 이상 (2,3년)","• 산업안전지도사, 산업보건지도사 (산업위생공학)
• 해당직무 근무경험, 문서작성 우수자",,정규직,부산 기장군 장안읍 오리산단로 164,,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45059837&recommend_ids=eJxNj8kRwzAMA6vJn%2BCNdwpx%2F11ElmJZT8wCO6QHNFvtauWnvh4QQ9bVmNGpVhkjyqSCiuKIuShD%2BG5Fmbdq05TSvYV48VVBWzqfrbOzA6%2FKYXWoWjx8RCxKNvxQkSpHRHTsMsxK8ajGCx2u5xmL%2Fh%2B0MZZdRopPVf4AZ2VAJA%3D%3D&view_type=list&gz=1&t_ref_content=ing_recruit&t_ref=company_info_view#seq=0,13.0,,https://talliapp.com/image?num_images=154,0.0,2023-03-02 02:00:45,
82,MO그룹 CRA(임상연구원) 신입/경력직 채용(경력무관),78,임상연구,2023-03-17 00:00:00,경력 무관,대졸 이상 (4년제),"• 학력 : 대졸 이상 (4년) 또는 관련 직무 교육을 받은 자
• 전공 : 의학/약학/간호학/생명과학 등 관련 학과
• 경력 : 경력 무관 / 경력직의 경우 CRA 경력 1년 이상
• 지방 출장 가능자","• 임상시험 종사자 교육 및 기타 임상시험 관련 교육 이수자
• 원만한 의사소통 능력",,정규직,서울 종로구 창경궁로 136 보령빌딩(원남동),• 연락처 : 02-708-8061,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45161873&recommend_ids=eJxNjrkRxDAMA6u5nCDBL3Yh7r%2BLk6yx5HAHCxJ0eLD8LsUvL7qkwHkX5EF4m8y0FwIW8crsqlae1NwrdlfcgN1ltlbvlN0hqUdGevbAWKgdakeGm055jYTSMjeOR0Y%2FSBv8nhojKc%2FfNw02zykxaHxQqF8ZjTkDf0sJP%2Fg%3D&view_type=list&gz=1&t_ref_content=ing_recruit&t_ref=company_info_view#seq=0,28.0,,https://talliapp.com/image?num_images=156,0.0,2023-03-02 02:13:35,2023-03-02 02:20:55
83,Junior CRA 모집 (경력 1년 이상),79,임상연구,2023-03-10 00:00:00,경력,대졸 이상 (4년제),"• 연관전공 학사 이상
• CRC/CRA 업무 1년 이상",• 의료기기 임상 경력자,,정규직,서울 강남구 압구정로79길 19 레인에비뉴,,https://huinno.career.greetinghr.com/o/66927,17.0,,https://talliapp.com/image?num_images=158,0.0,2023-03-02 02:20:46,2023-03-11 13:27:26
84,2023년 현대위아 서산공장 산업간호사 채용,80,보건관리자,2023-03-12 00:00:00,경력 무관,"초대졸 이상 (2, 3년제)","• 간호사 자격증 소지자
• 3년제 이상 대학의 간호학 전공자
• 상기 자격요건을 충족하고, '23년 3월말 입사 가능하신 분
• 해외여행에 결격사유가 없는 자 (남성의 경우, 병역필 또는 면제자)",,,계약직,충남 서산시 지곡면,,https://hyundai-wia.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=135501,4.0,,https://talliapp.com/image?num_images=160,0.0,2023-03-10 23:54:46,
85,부산근로자건강센터 산업간호사 모집,81,보건관리자,2023-03-22 00:00:00,경력,"초대졸 이상 (2, 3년제)","• 산업전문간호사 또는 의료법에 따른 간호사
• 2년 이상 실무경력자(우대사항 운전가능자, 해당직무 근무경험)",,"연봉 3,000만원 ~ 3,120만원",계약직,부산 사상구 대동로 303 부산디지털밸리아파트형공장 1층(감전동) - 부산 2호선 감전에서 500m이내,"○ 접수방법 : 이메일 접수(1577hj@daum.net)

○ 이력서 양식 : 자유양식

○ 제출서류
1. 이력서(최근 증명사진 부착 및 연락처 반드시 기재) 1부
2. 자기소개서 1부
3. 졸업증명서(학부, 대학원) 각 1부
4. 성적증명서(학부, 대학원) 각 1부
5. 경력증명서 원본 또는 사본 각 1부
6. 각종 자격증 사본

○ 기타사항
- 서류는 파일원본(HWP,이력서, 자기소개서),스캔(PDF, 기타서류, 개별파일) 파일을 이메일로 제출
- 면접일, 근무일, 근무지 확인 바랍니다.
- 제출된 서류는 반환하지 않습니다. (최종발표일부터 7일 이후 파기 합니다.)
- 합격자(서류/최종)는 개별 통지 합니다.
- 1차 합격자 발표일 : 2023년 3월 24일
- 면접예정일 : 2023년 3월 29일(수) 또는 3월 30일(목) (예정일이며, 센터의 사정에 따라 달라질 수 있습니다.

○ 유의사항 : 입사지원 서류에 허위사실이 발견될 경우, 채용확정 이후라도 채용이 취소될 수 있습니다.

○ 담당자 연락처 : 김혜진 팀장(051-329-7301)",http://www.kaohn.or.kr/bbs/board.php?tbl=bbs81_1&mode=VIEW&num=902&category=&findType=&findWord=&sort1=&sort2=&it_id=&shop_flag=&mobile_flag=&view_flag=&seminar=&page=1,11.0,,,0.0,2023-03-11 11:27:02,
86,[COSMAXNBT(주)] 이천공장 보건관리자(간호사) 모집,82,보건관리자,2023-03-24 00:00:00,신입,"초대졸 이상 (2, 3년제)","• 학력 : 초대졸 이상
• 경력 : 신입 ~ 3년 이하 (사원급)","• 산업안전보건관리 유경험자
• 동종업계 보건관리 유경험자",,계약직,경기 이천시 마장면 덕평로663번길 127-16,"[문의처]
• 메일 : recruit@cosmaxnbt.co.kr",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45226256&recommend_ids=eJxNjsERw0AIA6vJH8nogHcKcf9dBNvjIz92VoBc0ArqTNYnvi5a4Vhnwi706iGqLV6r%2FzDNmRsh1TomTOfqMB40R5%2FeCEJ52fUgMjjWclXloHne1h4UQ9yI6MrY4f7bxQdxGKYGIkKaXSVzwlCBHLzW7xo%2FPIw%2F7Q%3D%3D&view_type=list&gz=1&t_ref_content=ing_recruit&t_ref=company_info_view#seq=0,23.0,,https://talliapp.com/image?num_images=163,0.0,2023-03-11 11:39:14,2023-04-30 20:03:25
87,[쿠팡풀필먼트서비스] 쿠팡이천2센터 보건관리자 정규직 채용,83,보건관리자,2023-03-26 00:00:00,경력,"초대졸 이상 (2, 3년제)","• 의료법에 따른 간호사 자격증 보유자
• 임상경력 또는 산업간호사 경력 1년 이상",,,정규직,경기 이천시 마장면 장암리 443 CBRE GI 서이천 물류센터,,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45209136&recommend_ids=eJxVz0EWAyEIA9DTdE9iQFj3IL3%2FLaq2ozPL%2F8AERTYC%2Fkni1d9yUoxBLCqzAk%2BWDcZaNqHQBu1HU3KyFqEK0yHh6fstUdZ4ps0QvIqcssjYNFfnIa2cvnsx03JPwWLTbdnh%2FcF%2BooDs6%2BZ%2FUUbVieI8a33%2FCyiaP9c%3D&view_type=list&gz=1&t_ref_content=ing_recruit&t_ref=company_info_view#seq=0,14.0,,https://talliapp.com/image?num_images=165,0.0,2023-03-11 11:48:04,
88,[케이알메딕스] 임상시험 담당자 채용 (CRC/CRA),84,임상연구,2023-03-31 00:00:00,경력 무관,"초대졸 이상 (2, 3년제)",하단 이미지 참고,하단 이미지 참고,,정규직,"서울 강남구 테헤란로20길 20, 2층",,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45159305&recommend_ids=eJxNj7sVQzEIQ6dJj2TAUGeQ7L9FbPxiUt6jD0INFsPlE8zXfKtBfCh%2BSA4CthClkkpfiEKNSN8q%2FKgIn9lmUeZtLvPGkzVRJMZFcA3pKgyB86pU8fDOmk42UtK4s3KyteSvOTm0ETHZdyU8s80iGqXK89HaUf9%2BATUtP%2BE%3D&view_type=list&gz=1&t_ref_content=ing_recruit&t_ref=company_info_view#seq=0,7.0,,https://talliapp.com/image?num_images=167,0.0,2023-03-11 12:12:13,
89,한국유나이티드제약(주) CRA 신입/경력사원 모집,85,임상연구,2023-03-19 00:00:00,경력 무관,대졸 이상 (4년제),"• 학사 이상의 학위 소지자
• 약학, 간호학, 생명과학, 생명공학 등 자연계열 전공자","• 해당업무 경력자 우대
• 약사, 간호사 면허 소지자 우대",,정규직,서울 논현동 본사,,https://www.kup.co.kr/recruit,10.0,,https://talliapp.com/image?num_images=169,0.0,2023-03-11 12:21:50,
90,[메디헬프라인] 임상시험 CPL/CRA 경력직원 모집,86,임상연구,2023-03-17 00:00:00,경력,대졸 이상 (4년제),"• 경력 : 관련 경력 5년 이상(PMS경력 포함 가능)
• 4년제 대학 졸업(의학, 간호학, 약학, 생명과학 등)
• 모니터링 경력 3년 이상","• 전공 : 간호, 약학, 생명과학 등
• 임상시험종사자 교육 이수
• 영어 가능자",,정규직,서울 중구 충무로2가 64-5 신일빌딩 10층,"[문의처]
• 담당자 최준영(경영지원본부) : 02-6966-4174",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45067537&recommend_ids=eJxNzskVw0AIA9BqcgeBWM4pxP13EezEOMf%2FNGjkFJoqj0K%2F8u3e0oU6SuUk1cwdd0rtpsmkNyOvxz%2BGR%2FZQL0JaLZYimdBtBgL8SxOgLXVotv%2FOSPMZqfG9VRH4XeUVUmmbDpybUrwYT7MQHbG3DXrhYc2uZ6Qy6qrSD0UdQAk%3D&view_type=list&gz=1&t_ref_content=ing_recruit&t_ref=company_info_view#seq=0,3.0,,https://talliapp.com/image?num_images=171,0.0,2023-03-11 12:29:00,
91,"소아정신과 CRC (기기임상연구, 임상시험 담당자) 모집",87,임상연구,2023-03-25 00:00:00,경력 무관,"초대졸 이상 (2, 3년제)","• 간호사 또는 임상병리사 또는 임상심리학 전공자
• CRC 경력 없어도 지원 가능","• 정신과 혹은 소아과 경력 우대
• 임상시험 진행 경력자 우대","• 월 세전 266만원 (주 5일 기준)
• 월 세전 213만원 (주 4일 기준)
* 교수님 개인 소속으로 4대 보험 적용 안 됨.",프리랜서,경기 성남시 분당구 돌마로 172 분당서울대학교병원 헬스케어혁신파크(정자동),"[전형방법]

1) 서류심사: 이력서, 자기소개서
(지원시 파일명을‘지원자 이름’으로 기재하여 lyjeong81@gmail.com 으로 보내주세요.)★★★

2) 면접: 서류심사 후 개별통지
(서류 전형 합격 여부 개별 연락드립니다.)


[기타사항]

1) 서류접수기한: 채용시까지

2) 면접 예정: 추후 개별 통보

3) 문의처: lyjeong81@gmail.com",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45124005&recommend_ids=eJxNj0ESxSAIQ0%2Fz94AkwLoH6f1v8dGOrTO6eCQh6jAtRN5p%2BovLoaghuFP5oClifCg9qDbXRE8YKK2urNkwVXyrigzf5gNvX%2BmSSsujKria9UUeWIxp3svEhfFmTUoHt9nL4GlvVqrPVOV5NSWPPzU4fKtd1PajF4PpHxJ9J%2F4B1zlEBQ%3D%3D&view_type=list&gz=1&t_ref_content=ing_recruit&t_ref=company_info_view#seq=0,10.0,,,0.0,2023-03-11 12:53:03,
92,[여의도성모] 적정진료관리팀 시간제 보험심사간호사 모집,34,보험심사,2023-03-13 00:00:00,경력,"초대졸 이상 (2, 3년제)","• 간호사 면허 소지자
• 종합병원 보험심사업무 3개월 이상 경력 필수",• 보험심사간호사 또는 보험심사관리사 1급 소지자 우대,"총무팀 채용담당자 별도 문의
(02-3779-2376)",계약직,서울 영등포구 63로 10 가톨릭대학교 여의도성모병원,"[전형일정]

• 서류전형 → 면접전형 → 신체검사

가. 서류접수 : 2023. 3. 13(월), 23:00까지 온라인 접수

나. 서류전형 합격자 발표 및 면접전형 일정은 합격자에 한해 개별 통보함.


[입사지원서 제출]

가. 여의도성모병원 홈페이지(www.cmcsungmo.or.kr)채용정보 또는 http://recruit.cmcnu.or.kr 접속 후 작성.
(공고 하단 온라인 접수 링크 클릭후 지원서 작성)

나. 신체검사 대상자만 추후 근거서류 제출함.

다. 문의사항 : 02-3779-2376 (총무팀 채용담당자)",https://recruit.cmcnu.or.kr/cmcsungmo/application/appView.do?seq_no=11831&cPage=1,4.0,,,0.0,2023-03-11 12:57:49,
93,중앙대학교의료원(광명병원) 임상연구지원팀 행정직(간호사) 모집,88,임상연구,2023-03-16 00:00:00,경력,"초대졸 이상 (2, 3년제)","• 간호사 면허증 소지자
• 임상연구행정 및 임상시험센터 경력자 (3년 이상)
• 교육공무원 및 학교법인 직원 임용에 결격 사유가 없는 자",• 초기 임상시험(생동성·1상) 업무 경력자 우대,본 의료원 규정에 의함,정규직,경기 광명시 일직동 501 중앙대학교 광명병원,,https://caumc.recruiter.co.kr/app/jobnotice/view?systemKindCode=MRS2&jobnoticeSn=135917,9.0,,https://talliapp.com/image?num_images=174,0.0,2023-03-11 13:08:56,
94,[휴이노] Senior CRA,79,임상연구,2023-06-13 00:00:00,경력,대졸 이상 (4년제),"• 연관 전공 학사 이상
• CRA 업무 3년 이상",• 의료기기 임상 경력자,,정규직,"서울 강남구 청담동 121-28 4층, 레인에비뉴 3, 4층","[Culture & Benefits]

1) 효율적인 근무환경을 추구합니다.
- 주40시간 유연근무 & 업무 집중 시간
(유연근무제는 현재 파일럿 운영중으로 회사 상황에 따라 변경 가능)
- 월요일 오전 자율 출근
- 쾌적한 근무환경과 야외 휴게실
- 사내카페 운영 및 비용 지원
- 개인 사무용품 구매 지원
- 장기근속 포상휴가와 장려금 지급 (1년/4년/9년)

2) 개인의 성장을 지원합니다.
- 직무 관련 교육 지원
- 복지포인트 월 30만원 지급
- 직무 발명 보상 비용 지급

3) 모두의 건강을 생각합니다.
- 매해 건강검진 패키지 지원
- 전 직원 모션데스크 제공
- 점심 제공, 야근 식대 지원
- 건강한 간식 제공

4) 소통하며 즐겁게 일하는 문화를 지향합니다.
- 동료와 커뮤니케이션 비용 월 20만원 지원
- 팀별 업무 추진비 지급
- 분기별 사내 이벤트 진행


[Hiring Process]

지원서 접수 > 서류 전형 > 실무/조직 면접 > 최종 합격

• 서류 합격자에 한해 개별 통지합니다.
• 일부 직군의 경우, 필요 시 추가 전형이 진행될 수 있는 점 양지 바랍니다.",https://huinno.career.greetinghr.com/o/63605,31.0,,,0.0,2023-03-11 13:32:36,2023-06-14 11:34:47
95,2023년 3월 경력사원(계약직) 모집 (보건관리),89,보건관리자,2023-03-24 00:00:00,경력,"초대졸 이상 (2, 3년제)","• 간호사 면허 소지자
• 병원 경력 2년 이상
• 컴퓨터활용능력 자격증 소지자","• 기업체 보건관리자(산업간호사) 근무 경험
• 건강검진센터/보건관리대행기관 근무 경험
• 컴퓨터 활용능력 우수자
• 병원 근무 경력",,계약직,서울특별시 영등포구 파크원,,https://careers.lg.com/app/job/RetrieveJobNoticesDetail.rpi?jobNoticeId=398000,6.0,,https://talliapp.com/image?num_images=176,0.0,2023-03-18 10:28:39,
96,(주)한화 건설현장 보건관리자 채용(경력무관),61,보건관리자,2023-03-23 00:00:00,경력 무관,"초대졸 이상 (2, 3년제)","• 법정 필수자격
• 간호사, 산업위생관리산업기사, 대기환경산업기사, 인간공학기사 등",,,계약직,"광주 북구 북문대로98번길 50 (운암동, 운암아파트)","• 근무형태	:	계약직
• 근무 기간: 2년 7개월
• 근무일시	:	07:00~17:30",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45268028&recommend_ids=eJxNz8sRAzEIA9BqckfiI3NOIem%2Fi3iT2cXHN7JBRJLBys9CvfSOpFTQpv2IxdU1qaf8YNHZm%2F1nuuNI5YZ%2BCEk5i0yi%2B83oajNMGmj4U4O7U64hAxVDA3M6296cnBOkxZjJFM2mFZEr78fRXh3HqNhfL%2BoLTzpAEQ%3D%3D&view_type=list&gz=1&t_ref_content=ing_recruit&t_ref=company_info_view#seq=0,35.0,,,0.0,2023-03-18 12:46:51,2023-04-05 22:42:42
97,건설현장 보건관리자 모집 (서울 영등포 건축현장),62,보건관리자,2023-04-13 00:00:00,경력 무관,"초대졸 이상 (2, 3년제)",• 경력 : 신입/경력 1년 이상,,,계약직,서울 영등포구 영등포동5가 62-1 영등포시장역 인근,"• 근무형태	:	계약직
• 근무일시	:	토요일 격주휴무(월~토) 07:00~17:00",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45259432&recommend_ids=eJxNkLkRw0AMA6txTuAIPrELUf9d%2BGTJosMd7BAYuohegaMQr3y7SGfoQSiSG9kXZqYmtS7rnLS59Z1eyChnD2YGcoqsVs5lqsGa9MHD712tFX8zY3dttLt5dfhG%2FKqgkc2xco2sKI1sGfTZBUKlR2YA3%2Ffclw3UKeMDAPJEHg%3D%3D&view_type=list&gz=1&t_ref_content=ing_recruit&t_ref=company_info_view#seq=0,17.0,,,0.0,2023-03-18 12:49:33,
98,건설현장 보건관리자 모집 (대구 건축현장) 1년 단기,62,보건관리자,2023-04-02 00:00:00,경력 무관,"초대졸 이상 (2, 3년제)",,,,계약직,대구 달서구 와룡로 80(본리동),"• 근무형태	:	계약직
• 근무일시	:	토요일 격주휴무(월~토) 07:00~17:00",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45182896&recommend_ids=eJxN0MsRhDAMA9Bq9h7JH8VnCqH%2FLhYCE3N8Iyv2xIPgmHlO1E%2BHB%2BnMuDgejmm6yDdNGquHPcFPygq7n8LLZNzMRSidakbq20VZYu%2BFpIg9TCnRXUaBs4%2FcPP1pl1V65xLWIQ%2BHw2RNJV29OXKG71UDl9gpEXN9zx%2FJHkPx&view_type=list&gz=1&t_ref_content=ing_recruit&t_ref=company_info_view#seq=0,9.0,,,0.0,2023-03-18 12:51:55,
99,코오롱글로벌(주) 보건관리자 경력사원 모집합니다,90,보건관리자,2023-04-10 00:00:00,경력,"초대졸 이상 (2, 3년제)",• 경력 : 경력 5년 ~ 10년,• 산업위생관리기사,,계약직,서울 강서구 마곡서로 157 스프링파크타워(마곡동),"• 근무형태	:	계약직 (정규직 전환 가능)
• 문의사항 : 02-6925-1151 (관리팀장 이병수 부장)",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45235736&recommend_ids=eJxNkMsRAkAIQ6vxTvgFzhZi%2F12IOi57fEMgCR6qrhmvgjz49ADJ%2BCC%2BqCQiB%2FOHYYY8Yq0yt8H%2BixPcU%2B3QPihKFTmnhFSzFSuirhhtnb5onra%2B4mjYhaW%2Bvjohoo4Rpt9dcJCx06qA7C6r%2FEqFmpSfb7wBM2Q%2F8g%3D%3D&view_type=list&gz=1&t_ref_content=ing_recruit&t_ref=company_info_view#seq=0,29.0,,,0.0,2023-03-18 12:57:13,2023-04-22 10:25:43
100,[금호건설] 청라7호선 1공구 보건관리자 채용,91,보건관리자,2023-04-06 00:00:00,경력 무관,학력 무관,• 간호사 면허증 또는 산업위생관리기사 또는 대기환경기사 자격증 소지자,,,계약직,인천 서구 가정동 645-1 봄프라자2 5층,,https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45203203&recommend_ids=eJxNkMERxDAIA6u5PxIGwfsKSf9dnDPO2XnurNAAI8jBjKtgH31HELTKq9gLwx0TkQuTzp64LCTFPYtlpYT%2BVZxRYFo%2BNstYp0pCvJpVNXyvAR%2FpxxpFs4MS%2FRUmomJbtHeO185Q1AlXBezcm0BinwDUrN44X9F9z%2BIHO8BACQ%3D%3D&view_type=list&gz=1&t_ref_content=ing_recruit&t_ref=company_info_view#seq=0,7.0,,,0.0,2023-03-18 13:02:30,
101,[쿠팡풀필먼트서비스] 보건관리자(청주1 물류센터),83,보건관리자,2023-04-21 00:00:00,경력,"초대졸 이상 (2, 3년제)","• 의료법에 따른 간호사 자격증을 보유하신 분
• 임상 경력 최소 2년 + 기업 보건관리 경력 최소 1년 이상을 보유하신 분","• 산업위생기사, 인간공학기사 실무 경험을 보유하신 분",,정규직,충북 청주시 서원구 현도면 죽암리 415-1,"[참고 사항]
• 본 공고는 모집 완료 시 조기 마감될 수 있습니다.
• 지원서 내용 중 허위사실이 있는 경우에는 합격이 취소될 수 있습니다.
• 보훈대상자 및 장애인 여부는 채용 과정에서 어떠한 불이익도 미치지 않습니다.
• 직급과 담당 업무 범위는 후보자의 전반적인 경력과 경험 등 제반 사정을 고려하여 변경될 수 있습니다. 이러한 변경이 필요할 경우, 최종 합격 통지 전 적절한 시기에 후보자와 커뮤니케이션 될 예정입니다.",https://www.saramin.co.kr/zf_user/jobs/relay/view?isMypage=no&rec_idx=45259128&recommend_ids=eJxdzsENgDAMA8Bp%2BCchsd03g3T%2FLWgRahHPkx0rWVFKqCvawSvLhGbZ5f7QC4xaaaCFcTMNDaP8Z881Ru0xGOGDeseo4konGYvj1g277MEPXTw539QNHlMqUg%3D%3D&view_type=search&searchword=%EB%B3%B4%EA%B1%B4%EA%B4%80%EB%A6%AC%EC%9E%90&searchType=search&gz=1&t_ref_content=generic&t_ref=search&paid_fl=n&search_uuid=2b404f62-a9f5-4f67-8b48-f6d2d3030378#seq=0,17.0,,,0.0,2023-03-18 13:06:08,2023-04-30 20:03:41
